Militaire eenheid,2024-01-01,2024-02-01,2024-03-01,2024-04-02,2024-05-02,2024-06-01,2024-07-01,2024-08-01,2024-09-01,Totale beweging (km),Aantal bewegingen
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228",1600.7379223327728,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1600.7379223327728,6
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913",1600.7379223327728,6
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913",1600.7379223327728,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228",1600.7379223327728,6
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1600.7379223327725,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913",1599.0611468847,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913",1599.0611468847,6
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228",1599.0611468847,6
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228",1599.0611468846998,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469",1591.7921828431854,6
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228",1591.7921828431854,6
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913",1589.4871538520513,6
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469",1589.4871538520513,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329",1589.4871538520513,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1589.4871538520513,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1589.487153852051,6
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913",1589.487153852051,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228",1589.487153852051,6
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913",1589.487153852051,6
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1589.487153852051,6
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913",1589.487153852051,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1589.3641082603554,5
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913",1589.3641082603554,5
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913",1589.3641082603554,5
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1589.3641082603554,5
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913",1589.3641082603554,5
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1589.3641082603554,5
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1589.3641082603554,5
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469",1589.3641082603554,5
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913",1589.3641082603554,5
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913",1589.3641082603554,5
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329",1589.3641082603554,5
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469",1589.3641082603554,5
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329",1589.3641082603554,5
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1589.3641082603554,5
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1589.3641082603554,5
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",1589.3641082603551,5
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913",1589.3641082603551,5
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",1589.3641082603551,5
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913",1589.3641082603551,5
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913",1589.3641082603551,5
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329",1574.4262223055232,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469",1574.426222305523,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1572.121193314389,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228",1572.1211933143888,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329",1572.1211933143888,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329",1572.1211933143888,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1572.1211933143888,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1572.1211933143888,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469",1555.9462868660266,6
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329",1555.9462868660266,6
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329",1555.3180333229654,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913",1555.3180333229654,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913",1555.3180333229654,6
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329",1555.3180333229654,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228",1553.6412578748927,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1553.6412578748925,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329",1553.6412578748925,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329",1553.6412578748925,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1553.6412578748925,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329",1553.6412578748925,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329",1553.6412578748925,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228",1553.6412578748925,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913",1551.9644824268198,6
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329",1551.9644824268196,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469",1544.6955183853054,6
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1544.6955183853051,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469",1544.6955183853051,6
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1544.6955183853051,6
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329",1544.6955183853051,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469",1544.6955183853051,6
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469",1544.5724727936094,5
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469",1544.5724727936094,5
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469",1544.5724727936094,5
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469",1544.5724727936094,5
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469",1544.5724727936094,5
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1544.572472793609,5
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1544.572472793609,5
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329",1544.572472793609,5
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1544.572472793609,5
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329",1544.572472793609,5
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1542.267443802475,5
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228",1542.267443802475,5
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228",1542.267443802475,5
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1542.267443802475,5
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1542.267443802475,5
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329",1542.2674438024749,5
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329",1542.2674438024749,5
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329",1542.2674438024749,5
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329",1542.2674438024749,5
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329",1542.2674438024749,5
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469",1527.329557847643,6
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228",1527.329557847643,6
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1527.329557847643,6
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228",1527.329557847643,6
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1527.3295578476427,6
